COMM_TTL,VAL,TON,AVGMILE,Origin,Destination
4,67,151,135,"Greensboro--Winston-Salem--High Point, NC CFS Area",Remainder of North Carolina
6,32,55,102,"Greensboro--Winston-Salem--High Point, NC CFS Area",Remainder of North Carolina
8,51,57,397,"Greensboro--Winston-Salem--High Point, NC CFS Area",Remainder of Pennsylvania
5,3,1,407,"Greensboro--Winston-Salem--High Point, NC CFS Area",Remainder of Pennsylvania
8,67,79,195,"Greensboro--Winston-Salem--High Point, NC CFS Area",Remainder of South Carolina
8,68,65,221,"Greensboro--Winston-Salem--High Point, NC CFS Area","Virginia Beach-Norfolk, VA-NC CFS Area (VA Part)"
8,39,49,288,"Greensboro--Winston-Salem--High Point, NC CFS Area","Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (VA Part)"
6,29,21,142,"Greenville-Spartanburg-Anderson, SC CFS Area","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
6,4,1,201,"Greenville-Spartanburg-Anderson, SC CFS Area","Charleston-North Charleston-Summerville, SC CFS Area"
5,7,5,716,"Greenville-Spartanburg-Anderson, SC CFS Area","Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
7,1,5,725,"Greenville-Spartanburg-Anderson, SC CFS Area","Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
7,5,7,428,"Greenville-Spartanburg-Anderson, SC CFS Area","Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (OH Part)"
6,10,7,521,"Greenville-Spartanburg-Anderson, SC CFS Area","Columbus-Marion-Zanesville, OH CFS Area"
7,1,3,528,"Greenville-Spartanburg-Anderson, SC CFS Area","Columbus-Marion-Zanesville, OH CFS Area"
5,7,5,950,"Greenville-Spartanburg-Anderson, SC CFS Area","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
8,73,59,13,"Greenville-Spartanburg-Anderson, SC CFS Area","Greenville-Spartanburg-Anderson, SC CFS Area"
5,20,9,364,"Greenville-Spartanburg-Anderson, SC CFS Area","Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)"
6,7,1,745,"Greenville-Spartanburg-Anderson, SC CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (NY Part)"
6,3,1,662,"Greenville-Spartanburg-Anderson, SC CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (PA Part)"
6,37,15,736,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Arkansas
5,4,1,396,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Georgia
7,3,7,343,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Kentucky
5,31,15,601,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Mississippi
7,1,5,867,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of New York
6,4,1,550,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Ohio
6,20,9,558,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of Pennsylvania
3,3,1,85,"Greenville-Spartanburg-Anderson, SC CFS Area",Remainder of South Carolina
6,47,21,2023,"Greenville-Spartanburg-Anderson, SC CFS Area","Salt Lake City-Provo-Orem, UT CFS Area"
6,5,1,86,"Hartford-West Hartford-East Hartford, CT CFS Area","Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (RI Part)"
7,2,1,736,"Hartford-West Hartford-East Hartford, CT CFS Area","Charlotte-Concord, NC-SC CFS Area (NC Part)"
7,5,5,554,"Hartford-West Hartford-East Hartford, CT CFS Area","Cleveland-Akron-Canton, OH CFS Area"
7,39,3,1448,"Hartford-West Hartford-East Hartford, CT CFS Area","New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
6,17,3,141,"Hartford-West Hartford-East Hartford, CT CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
7,31,47,107,"Hartford-West Hartford-East Hartford, CT CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (NY Part)"
7,2,3,211,"Hartford-West Hartford-East Hartford, CT CFS Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (NJ Part)"
8,36,13,39,"Hartford-West Hartford-East Hartford, CT CFS Area",Remainder of Connecticut
7,25,33,271,"Hartford-West Hartford-East Hartford, CT CFS Area",Remainder of Pennsylvania
7,1,1,1280,"Hartford-West Hartford-East Hartford, CT CFS Area","Tampa-St. Petersburg-Clearwater, FL CFS Area"
5,49,13,153,"Houston-The Woodlands, TX CFS Area","Austin-Round Rock, TX CFS Area"
6,29,55,165,"Houston-The Woodlands, TX CFS Area","Austin-Round Rock, TX CFS Area"
5,25,5,58,"Houston-The Woodlands, TX CFS Area","Beaumont-Port Arthur, TX CFS Area"
6,11,9,220,"Houston-The Woodlands, TX CFS Area","Corpus Christi-Kingsville-Alice, TX CFS Area"
8,247,213,260,"Houston-The Woodlands, TX CFS Area","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
5,330,95,254,"Houston-The Woodlands, TX CFS Area","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
6,50,61,246,"Houston-The Woodlands, TX CFS Area","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
8,2998,1669,19,"Houston-The Woodlands, TX CFS Area","Houston-The Woodlands, TX CFS Area"
2,2176,7565,40,"Houston-The Woodlands, TX CFS Area","Houston-The Woodlands, TX CFS Area"
5,112,23,776,"Houston-The Woodlands, TX CFS Area","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
5,4,1,1140,"Houston-The Woodlands, TX CFS Area","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
8,67,63,329,"Houston-The Woodlands, TX CFS Area","New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
4,237,89,574,"Houston-The Woodlands, TX CFS Area",Remainder of Arkansas
2,1,3,606,"Houston-The Woodlands, TX CFS Area",Remainder of Arkansas
7,20,103,1057,"Houston-The Woodlands, TX CFS Area",Remainder of Illinois
8,88,83,263,"Houston-The Woodlands, TX CFS Area",Remainder of Louisiana
6,18,21,216,"Houston-The Woodlands, TX CFS Area",Remainder of Louisiana
6,1,1,1047,"Houston-The Woodlands, TX CFS Area",Remainder of New Mexico
7,6,1,1489,"Houston-The Woodlands, TX CFS Area",Remainder of Pennsylvania
5,113,29,217,"Houston-The Woodlands, TX CFS Area",Remainder of Texas
5,5,1,1630,"Houston-The Woodlands, TX CFS Area","Rochester-Batavia-Seneca Falls, NY CFS Area"
4,78,167,193,"Houston-The Woodlands, TX CFS Area","San Antonio-New Braunfels, TX CFS Area"
6,62,49,214,"Houston-The Woodlands, TX CFS Area","San Antonio-New Braunfels, TX CFS Area"
5,22,5,1882,"Houston-The Woodlands, TX CFS Area","San Jose-San Francisco-Oakland, CA CFS Area"
6,16,17,1914,"Houston-The Woodlands, TX CFS Area","San Jose-San Francisco-Oakland, CA CFS Area"
7,10,1,503,"Indianapolis-Carmel-Muncie, IN CFS Area","Buffalo-Cheektowaga, NY CFS Area"
7,85,75,936,"Indianapolis-Carmel-Muncie, IN CFS Area","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
7,89,151,119,"Indianapolis-Carmel-Muncie, IN CFS Area","Fort Wayne-Huntington-Auburn, IN CFS Area"
7,27,33,271,"Indianapolis-Carmel-Muncie, IN CFS Area","Grand Rapids-Wyoming-Muskegon, MI CFS Area"
3,745,933,19,"Indianapolis-Carmel-Muncie, IN CFS Area","Indianapolis-Carmel-Muncie, IN CFS Area"
6,8,5,886,"Indianapolis-Carmel-Muncie, IN CFS Area","Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)"
7,28,17,2092,"Indianapolis-Carmel-Muncie, IN CFS Area","Los Angeles-Long Beach, CA CFS Area"
6,23,9,1225,"Indianapolis-Carmel-Muncie, IN CFS Area","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
7,41,33,1267,"Indianapolis-Carmel-Muncie, IN CFS Area","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
7,70,87,614,"Indianapolis-Carmel-Muncie, IN CFS Area","Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
7,6,5,858,"Indianapolis-Carmel-Muncie, IN CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (NY Part)"
7,27,25,1002,"Indianapolis-Carmel-Muncie, IN CFS Area","Orlando-Deltona-Daytona Beach, FL CFS Area"
6,34,13,678,"Indianapolis-Carmel-Muncie, IN CFS Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (NJ Part)"
6,44,31,680,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Arkansas
7,501,581,174,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Illinois
2,82,299,44,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Indiana
6,74,139,84,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Indiana
7,4,1,1072,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Maine
7,26,15,238,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Michigan
7,2,5,198,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Ohio
7,97,75,586,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Pennsylvania
6,18,7,650,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of South Carolina
6,7,3,643,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Virginia
7,91,57,534,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Virginia
6,18,13,320,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Wisconsin
7,52,75,388,"Indianapolis-Carmel-Muncie, IN CFS Area",Remainder of Wisconsin
7,2,1,795,"Indianapolis-Carmel-Muncie, IN CFS Area","Savannah-Hinesville-Statesboro, GA CFS Area"
7,8,15,266,"Indianapolis-Carmel-Muncie, IN CFS Area","St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
6,1,1,629,"Indianapolis-Carmel-Muncie, IN CFS Area","Tulsa-Muskogee-Bartlesville, OK CFS Area"
7,4,9,604,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Baton Rouge, LA CFS Area"
8,37,29,242,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Charleston-North Charleston-Summerville, SC CFS Area"
5,15,7,238,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Charleston-North Charleston-Summerville, SC CFS Area"
7,22,3,856,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Columbus-Marion-Zanesville, OH CFS Area"
7,8,9,1073,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
8,46,37,377,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Greenville-Spartanburg-Anderson, SC CFS Area"
8,17,5,887,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Houston-The Woodlands, TX CFS Area"
5,131,45,20,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)"
8,182,169,311,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
5,44,19,270,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
8,25,19,393,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Mobile-Daphne-Fairhope, AL CFS Area"
7,6,11,559,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
7,44,7,907,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","New York-Newark, NY-NJ-CT-PA CFS Area (PA Part)"
8,114,101,141,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Orlando-Deltona-Daytona Beach, FL CFS Area"
8,19,5,445,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Raleigh-Durham-Chapel Hill, NC CFS Area"
7,7,15,495,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Raleigh-Durham-Chapel Hill, NC CFS Area"
7,24,31,333,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Alabama
5,119,51,171,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Florida
7,138,205,92,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Florida
8,127,109,149,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Georgia
5,46,19,123,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Georgia
8,44,37,449,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of North Carolina
6,10,3,629,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)",Remainder of Tennessee
8,8,3,2746,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","San Jose-San Francisco-Oakland, CA CFS Area"
8,201,151,211,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Tampa-St. Petersburg-Clearwater, FL CFS Area"
7,20,41,203,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)","Tampa-St. Petersburg-Clearwater, FL CFS Area"
6,34,17,831,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
2,96,319,1252,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Charlotte-Concord, NC-SC CFS Area (NC Part)"
7,12,5,527,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
6,88,273,1045,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","El Paso-Las Cruces, TX-NM CFS Area (TX Part)"
2,193,737,45,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
6,180,103,24,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
7,9,3,1605,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Los Angeles-Long Beach, CA CFS Area"
4,32,213,451,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
7,7,5,489,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
6,27,13,1253,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Orlando-Deltona-Daytona Beach, FL CFS Area"
3,121,173,108,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)",Remainder of Kansas
8,78,17,156,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)",Remainder of Kansas
7,44,59,0,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)",Remainder of Kansas
2,9,33,156,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)",Remainder of Missouri
4,5,3,613,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)",Remainder of Wisconsin
6,3,1,1113,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","Salt Lake City-Provo-Orem, UT CFS Area"
6,64,31,1846,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","San Jose-San Francisco-Oakland, CA CFS Area"
4,2,17,280,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)","St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
8,1,1,738,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Austin-Round Rock, TX CFS Area"
6,3,7,953,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Baton Rouge, LA CFS Area"
8,2,1,1427,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
5,26,9,1472,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
4,17,1,1034,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Buffalo-Cheektowaga, NY CFS Area"
6,11,9,781,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Cleveland-Akron-Canton, OH CFS Area"
6,18,15,606,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Dayton-Springfield-Sidney, OH CFS Area"
4,3,1,631,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Denver-Aurora, CO CFS Area"
2,414,1427,1039,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","El Paso-Las Cruces, TX-NM CFS Area (TX Part)"
3,48,33,29,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
5,434,131,31,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
7,360,355,34,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
8,569,325,19,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
8,5,1,1361,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Las Vegas-Henderson, NV-AZ CFS Area (NV Part)"
8,3,1,1645,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Los Angeles-Long Beach, CA CFS Area"
6,57,129,1629,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Los Angeles-Long Beach, CA CFS Area"
5,42,13,1510,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
7,10,31,435,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
6,8,7,360,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Oklahoma City-Shawnee, OK CFS Area"
5,39,15,879,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (PA Part)"
8,5,1,1906,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
8,4,1,1111,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Raleigh-Durham-Chapel Hill, NC CFS Area"
4,37,23,1785,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of California
5,36,11,424,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Illinois
8,1,1,275,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Iowa
8,6,5,150,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Kansas
8,82,31,137,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Missouri
8,1,1,286,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Nebraska
6,4,5,732,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Ohio
4,9,43,311,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of South Dakota
8,3,1,731,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Tennessee
5,43,21,944,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)",Remainder of Texas
8,10,3,810,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","San Antonio-New Braunfels, TX CFS Area"
5,20,7,1752,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","San Jose-San Francisco-Oakland, CA CFS Area"
8,4,1,2053,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Seattle-Tacoma, WA CFS Area"
5,21,7,291,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","St. Louis-St. Charles-Farmington, MO-IL CFS Area (IL Part)"
3,2,1,232,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
8,9,3,206,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
7,18,25,274,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
7,1,1,287,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Tulsa-Muskogee-Bartlesville, OK CFS Area"
3,3,1,204,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Wichita-Arkansas City-Winfield, KS CFS Area"
8,1,1,203,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)","Wichita-Arkansas City-Winfield, KS CFS Area"
7,193,157,222,"Knoxville-Morristown-Sevierville, TN CFS Area","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
7,32,21,268,"Knoxville-Morristown-Sevierville, TN CFS Area","Birmingham-Hoover-Talladega, AL CFS Area"
5,4,1,253,"Knoxville-Morristown-Sevierville, TN CFS Area","Charlotte-Concord, NC-SC CFS Area (NC Part)"
7,65,87,240,"Knoxville-Morristown-Sevierville, TN CFS Area","Charlotte-Concord, NC-SC CFS Area (NC Part)"
5,205,123,21,"Knoxville-Morristown-Sevierville, TN CFS Area","Knoxville-Morristown-Sevierville, TN CFS Area"
6,154,71,12,"Knoxville-Morristown-Sevierville, TN CFS Area","Knoxville-Morristown-Sevierville, TN CFS Area"
4,6,31,1014,"Knoxville-Morristown-Sevierville, TN CFS Area","Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
5,6,7,566,"Knoxville-Morristown-Sevierville, TN CFS Area","Mobile-Daphne-Fairhope, AL CFS Area"
6,36,47,2574,"Knoxville-Morristown-Sevierville, TN CFS Area","Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
5,36,11,0,"Knoxville-Morristown-Sevierville, TN CFS Area",Remainder of Georgia
5,14,5,232,"Knoxville-Morristown-Sevierville, TN CFS Area",Remainder of Kentucky
7,101,69,515,"Knoxville-Morristown-Sevierville, TN CFS Area",Remainder of Pennsylvania
5,91,29,134,"Knoxville-Morristown-Sevierville, TN CFS Area",Remainder of Tennessee
7,33,27,460,"Knoxville-Morristown-Sevierville, TN CFS Area","Richmond, VA CFS Area"
6,29,61,1304,"Lake Charles, LA CFS Area","Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
6,12,29,1868,"Lake Charles, LA CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (CT Part)"
6,7,19,1131,"Lake Charles, LA CFS Area",Remainder of Iowa
8,8,5,32,"Lake Charles, LA CFS Area",Remainder of Louisiana
6,20,41,522,"Lake Charles, LA CFS Area",Remainder of Texas
7,3,1,1147,"Laredo, TX  CFS Area","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
8,22,5,1840,"Laredo, TX  CFS Area","Buffalo-Cheektowaga, NY CFS Area"
4,2,1,0,"Laredo, TX  CFS Area",Remainder of Texas
7,20,13,2008,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
3,258,115,8,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","Las Vegas-Henderson, NV-AZ CFS Area (NV Part)"
7,115,111,271,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","Los Angeles-Long Beach, CA CFS Area"
7,2,1,810,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)",Remainder of Colorado
7,28,17,1698,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)",Remainder of Missouri
7,2,1,579,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)",Remainder of New Mexico
7,52,35,2418,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)",Remainder of Pennsylvania
7,13,9,2407,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","Richmond, VA CFS Area"
7,5,3,312,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","San Diego-Carlsbad-San Marcos, CA CFS Area"
7,5,3,1275,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)","Seattle-Tacoma, WA CFS Area"
5,79,19,2446,"Los Angeles-Long Beach, CA CFS Area","Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
6,16,5,2429,"Los Angeles-Long Beach, CA CFS Area","Charlotte-Concord, NC-SC CFS Area (NC Part)"
5,233,29,2015,"Los Angeles-Long Beach, CA CFS Area","Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,12,1,2278,"Los Angeles-Long Beach, CA CFS Area","Detroit-Warren-Ann Arbor, MI CFS Area"
6,19,5,2252,"Los Angeles-Long Beach, CA CFS Area","Detroit-Warren-Ann Arbor, MI CFS Area"
7,565,413,252,"Los Angeles-Long Beach, CA CFS Area","Fresno-Madera, CA CFS Area"
7,85,33,1548,"Los Angeles-Long Beach, CA CFS Area","Houston-The Woodlands, TX CFS Area"
7,6,1,1659,"Los Angeles-Long Beach, CA CFS Area","Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
8,92,69,266,"Los Angeles-Long Beach, CA CFS Area","Las Vegas-Henderson, NV-AZ CFS Area (NV Part)"
5,300,61,286,"Los Angeles-Long Beach, CA CFS Area","Las Vegas-Henderson, NV-AZ CFS Area (NV Part)"
8,7146,3081,26,"Los Angeles-Long Beach, CA CFS Area","Los Angeles-Long Beach, CA CFS Area"
6,4624,4043,18,"Los Angeles-Long Beach, CA CFS Area","Los Angeles-Long Beach, CA CFS Area"
7,21969,17815,158,"Los Angeles-Long Beach, CA CFS Area","Los Angeles-Long Beach, CA CFS Area"
6,44,13,2021,"Los Angeles-Long Beach, CA CFS Area","Milwaukee-Racine-Waukesha, WI CFS Area"
5,10,1,2848,"Los Angeles-Long Beach, CA CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (CT Part)"
5,205,55,2789,"Los Angeles-Long Beach, CA CFS Area","New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
3,34,25,1333,"Los Angeles-Long Beach, CA CFS Area","Oklahoma City-Shawnee, OK CFS Area"
3,95,47,2737,"Los Angeles-Long Beach, CA CFS Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (PA Part)"
8,318,211,362,"Los Angeles-Long Beach, CA CFS Area","Phoenix-Mesa-Glendale, AZ CFS Area"
4,16,19,376,"Los Angeles-Long Beach, CA CFS Area","Phoenix-Mesa-Glendale, AZ CFS Area"
7,226,141,960,"Los Angeles-Long Beach, CA CFS Area","Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
3,4,3,2560,"Los Angeles-Long Beach, CA CFS Area","Raleigh-Durham-Chapel Hill, NC CFS Area"
7,17,13,1732,"Los Angeles-Long Beach, CA CFS Area",Remainder of Arkansas
