COMM_TTL,VAL,TON,AVGMILE,Origin,Destination
5,181,71,576,VA,GA
6,116,37,587,VA,IN
5,172,75,546,VA,MA
6,18,9,615,VA,MI
6,14,7,1148,VA,MN
5,40,11,932,VA,MS
5,10,5,589,VA,NH
5,239,99,309,VA,NJ
6,216,87,318,VA,NJ
6,65,31,494,VA,NY
6,6,1,2894,VA,OR
5,90,29,407,VA,SC
6,195,81,1390,VA,TX
4,285,679,48,VA,VA
5,2778,951,39,VA,VA
6,527,711,0,VA,VA
3,552,293,1022,WA,CA
3,16,13,2150,WA,KY
3,15,9,3024,WA,MA
3,39,23,2414,WA,MI
5,2,1,2092,WA,MO
5,18,1,2930,WA,NJ
6,9,13,2721,WA,NY
3,225,209,2186,WA,TX
6,34,17,2283,WA,TX
6,17,9,830,WA,UT
3,4420,5505,0,WA,WA
5,11,7,129,WV,DC
1,2,1,537,WV,GA
5,62,39,157,WV,MD
5,45,35,436,WV,NY
5,24,13,301,WV,OH
5,64,35,86,WV,VA
4,17,53,30,WV,WV
4,408,113,2055,WI,CA
6,63,37,2121,WI,CA
5,60,7,1000,WI,CT
5,237,73,914,WI,GA
3,550,961,202,WI,IL
5,559,139,139,WI,IL
5,69,15,237,WI,IN
5,431,89,164,WI,IA
5,118,29,460,WI,KY
5,20,5,1213,WI,ME
5,374,73,270,WI,MI
3,99,147,230,WI,MN
5,363,107,158,WI,MN
4,43,35,1368,WI,MT
4,121,153,450,WI,NE
5,32,7,977,WI,NC
5,227,57,511,WI,OH
5,27,7,863,WI,OK
4,259,93,822,WI,PA
6,18,9,822,WI,PA
4,151,43,1127,WI,TX
5,14,3,1407,WI,UT
2,730,2315,45,WI,WI
2,14,51,975,WY,MN
4,2,11,1104,WY,WA
3,1,1,0,WY,WY
